,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,SUM_VIOLATIONS,SCORE,GRADE
2384,68667,2012-02-13 13:55:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-23 13:59:00,34,66,C
2386,75652,2011-12-21 09:20:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-23 14:20:00,18,82,B
2387,26507,2012-01-11 11:22:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-23 14:35:00,6,94,A
2394,78473,2012-04-09 13:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 08:59:00,18,82,B
2397,28282,2012-06-01 14:22:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_FailExt,2012-03-26 10:37:00,10,90,B
2399,74056,2011-12-13 13:25:00,2017-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-03-26 10:42:00,22,78,C
2401,18815,2012-02-15 13:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 10:58:00,10,90,B
2402,73671,2012-02-08 16:27:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-26 11:10:00,14,86,B
2405,29703,2012-02-13 14:30:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_FailExt,2012-03-26 11:20:00,19,81,B
2407,21620,2011-12-15 11:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 11:33:00,31,69,C
2410,21983,2011-12-13 12:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 11:44:00,14,86,B
2413,75272,2011-12-16 09:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 11:48:00,154,-54,C
2415,73431,2011-12-28 10:15:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-03-26 11:56:00,8,92,B
2421,24691,2012-01-12 11:37:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-03-26 12:48:00,8,92,B
2423,18487,2011-12-09 13:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 12:56:00,34,66,C
2425,19218,2011-12-29 13:39:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-26 13:25:00,4,96,A
2426,18937,2012-01-09 11:20:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-26 13:26:00,30,70,C
2428,24055,2012-02-13 14:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-26 13:56:00,34,66,C
2434,75065,2011-12-29 12:52:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-03-26 14:39:00,8,92,B
2437,28997,2012-01-31 17:29:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-27 08:30:00,16,84,B
2438,68697,2012-02-10 09:54:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 09:47:00,4,96,A
2440,24130,2012-01-09 08:27:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 10:18:00,20,80,C
2445,34182,2012-01-26 12:03:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-03-27 10:37:00,16,84,B
2446,24055,2012-02-13 14:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-03-27 10:39:00,6,94,A
2447,25453,2012-02-15 14:32:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 10:39:00,20,80,C
2449,75272,2011-12-16 09:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2012-03-27 10:55:00,78,22,C
2450,29734,2011-12-13 12:10:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-03-27 10:56:00,8,92,B
2453,74662,2011-12-09 14:09:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-27 11:05:00,32,68,C
2454,75244,2012-01-10 13:19:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-27 11:19:00,6,94,A
2456,75200,2012-01-13 10:12:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-27 11:36:00,15,85,B
2457,57520,2012-01-17 16:31:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-03-27 11:37:00,0,100,A
2461,26159,2012-02-29 13:38:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_TSOP,2012-03-27 11:56:00,30,70,C
2463,28821,2011-12-30 15:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 12:04:00,8,92,B
2471,74833,2012-06-07 13:36:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 12:46:00,94,6,C
2474,24109,2012-02-23 15:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 13:13:00,18,82,B
2478,74559,2011-12-12 08:58:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-03-27 13:58:00,16,84,B
2479,77890,2012-03-14 09:20:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 14:12:00,34,66,C
2480,24390,2012-02-01 13:27:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 14:24:00,13,87,B
2481,18212,2012-02-15 13:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-27 14:28:00,20,80,C
2482,28428,2012-02-09 10:37:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-27 15:16:00,4,96,A
2483,20560,2011-12-12 14:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-27 15:27:00,10,90,B
2484,18526,2011-12-15 13:23:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-03-27 15:36:00,2,98,A
2485,78629,2012-04-26 12:55:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-27 15:37:00,35,65,C
2490,27982,2012-01-27 11:48:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-03-28 10:29:00,12,88,B
2491,19219,2012-02-23 14:43:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-28 10:31:00,45,55,C
2498,23923,2012-01-09 14:38:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-28 11:29:00,13,87,B
2499,76361,2012-01-10 12:20:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-03-28 11:34:00,6,94,A
2501,30919,2012-02-09 10:40:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-28 11:38:00,24,76,C
2503,37338,2011-12-17 21:21:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-28 11:40:00,73,27,C
2505,20402,2012-01-12 15:29:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-28 11:46:00,14,86,B
2508,25674,2011-12-30 08:18:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-03-28 12:01:00,14,86,B
2514,19434,2011-12-12 15:32:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-28 12:36:00,21,79,C
2515,75052,2012-02-06 13:28:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-28 12:37:00,12,88,B
2516,22112,2012-01-11 14:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-28 12:43:00,24,76,C
2517,67369,2012-03-19 11:27:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-28 12:46:00,8,92,B
2524,20661,2012-03-09 14:42:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-03-28 13:56:00,60,40,C
2526,21821,2012-01-10 12:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-03-28 14:19:00,36,64,C
2530,22703,2012-03-09 11:36:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-28 15:59:00,89,11,C
2531,18787,2011-12-06 10:35:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-29 09:54:00,17,83,B
2536,19490,2012-01-10 11:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-29 10:37:00,15,85,B
2538,73872,2011-12-21 08:58:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-29 11:05:00,23,77,C
2547,28750,2012-01-11 13:00:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-03-29 11:45:00,32,68,C
2550,76119,2012-04-04 10:32:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-29 11:56:00,6,94,A
2551,27572,2012-02-13 11:12:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-29 12:09:00,52,48,C
2552,20757,2011-12-20 08:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-29 12:10:00,12,88,B
2554,23411,2012-01-05 14:26:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-03-29 12:28:00,25,75,C
2559,30704,2012-02-15 10:21:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_TSOP,2012-03-29 14:00:00,165,-65,C
2561,18979,2011-12-19 13:15:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-29 14:05:00,24,76,C
2562,26159,2012-02-29 13:38:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-03-29 14:19:00,20,80,C
2564,25070,2012-02-23 13:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-03-29 14:30:00,12,88,B
2574,18686,2011-12-29 14:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-03-30 10:51:00,16,84,B
2577,31971,2012-02-14 14:52:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-03-30 10:55:00,17,83,B
2585,22305,2012-02-13 14:54:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-03-30 12:20:00,56,44,C
2586,18057,2012-01-24 12:49:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-30 12:37:00,19,81,B
2587,20638,2012-01-24 12:54:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-30 12:48:00,12,88,B
2589,31873,2012-02-29 14:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-03-30 13:19:00,22,78,C
2590,23316,2012-02-15 08:38:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-30 13:22:00,34,66,C
2591,20344,2012-01-18 16:35:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-03-30 13:34:00,10,90,B
2593,75530,2012-04-02 09:16:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-03-30 14:04:00,20,80,C
2596,22156,2012-01-24 15:00:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-03-30 14:43:00,10,90,B
2598,23557,2011-12-12 13:16:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-03-30 15:10:00,18,82,B
2602,23893,2012-01-26 14:30:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-04-02 09:10:00,18,82,B
2608,21579,2011-12-22 13:43:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-02 10:31:00,13,87,B
2612,21851,2012-02-13 13:48:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-02 10:44:00,8,92,B
2613,21447,2012-02-08 18:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-02 10:45:00,22,78,C
2616,74833,2012-06-07 13:36:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-04-02 10:56:00,94,6,C
2621,26347,2012-02-28 10:13:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-02 11:09:00,10,90,B
2624,25953,2012-02-02 11:40:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-02 11:42:00,38,62,C
2629,73435,2011-12-14 10:28:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-04-02 12:05:00,44,56,C
2631,23727,2011-12-07 09:35:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-02 12:22:00,12,88,B
2633,18285,2012-01-24 14:19:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-04-02 12:38:00,12,88,B
2641,31044,2011-12-23 12:58:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-02 13:12:00,114,-14,C
2642,24127,2011-12-07 10:15:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-04-02 13:18:00,14,86,B
2643,18742,2011-12-19 09:01:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-02 13:25:00,51,49,C
2644,28863,2012-02-15 14:46:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-02 13:30:00,84,16,C
2645,31363,2012-02-13 14:42:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-02 13:33:00,26,74,C
2646,23834,2012-01-31 16:23:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-02 13:48:00,35,65,C
2651,26451,2012-02-14 14:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_TSOP,2012-04-03 10:04:00,0,100,A
2652,20787,2012-01-09 11:15:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-03 10:10:00,36,64,C
2656,74834,2012-06-04 13:13:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-03 10:31:00,22,78,C
2660,24945,2011-12-14 10:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-03 10:57:00,47,53,C
2661,28482,2012-02-15 14:43:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-03 11:02:00,33,67,C
2662,31044,2011-12-23 12:58:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-04-03 11:05:00,24,76,C
2671,26455,2012-03-05 10:40:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-03 11:42:00,18,82,B
2674,76422,2011-12-01 14:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-03 11:55:00,10,90,B
2675,33572,2012-02-15 13:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-03 11:56:00,18,82,B
2676,23672,2012-02-10 13:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-03 11:59:00,8,92,B
2679,20531,2012-02-14 09:28:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-03 12:36:00,10,90,B
2687,67793,2012-02-14 09:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-03 14:10:00,12,88,B
2690,29763,2012-08-02 07:56:00,2010-12-31 00:00:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_OutBus,2012-04-03 15:00:00,0,100,A
2693,21272,2012-02-17 10:35:00,2012-12-31 23:59:00,Inactive,RF,Retail Food,HE_TSOP,2012-04-04 08:12:00,51,49,C
2694,23072,2011-12-21 12:15:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_TSOP,2012-04-04 09:01:00,62,38,C
2697,25874,2012-01-05 12:40:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-04 10:34:00,34,66,C
2698,24246,2011-12-09 11:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-04 10:40:00,40,60,C
2701,24886,2011-12-01 10:24:00,2018-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-04 10:52:00,29,71,C
2708,23829,2012-01-06 14:14:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-04 11:31:00,69,31,C
2709,21821,2012-01-10 12:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-04-04 11:35:00,10,90,B
2710,23296,2012-02-13 14:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-04 11:35:00,8,92,B
2711,20012,2011-12-30 09:12:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-04 11:45:00,12,88,B
2713,26483,2012-01-10 13:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-04 12:00:00,10,90,B
2714,33801,2012-01-25 10:07:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-04-04 12:13:00,34,66,C
2715,23994,2012-01-24 11:09:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-04 12:37:00,30,70,C
2717,25352,2012-01-18 18:09:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-04-04 13:16:00,12,88,B
2720,21424,2012-01-11 14:42:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-04 13:38:00,26,74,C
2721,30704,2012-02-15 10:21:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_TSOP,2012-04-04 13:53:00,71,29,C
2722,23277,2012-01-17 16:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-04 14:06:00,33,67,C
2725,20507,2012-02-13 13:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-04 14:30:00,17,83,B
2728,22703,2012-03-09 11:36:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-04-05 07:56:00,15,85,B
2729,77128,2012-04-26 11:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 08:56:00,79,21,C
2730,22464,2012-03-01 10:18:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-05 10:00:00,12,88,B
2732,77128,2012-04-26 11:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 10:35:00,24,76,C
2733,21393,2011-12-28 13:04:00,2012-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-04-05 10:36:00,6,94,A
2738,21090,2011-12-15 14:51:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-05 11:20:00,11,89,B
2741,24397,2011-12-15 12:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 12:12:00,33,67,C
2742,26511,2012-09-19 08:49:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-05 12:14:00,22,78,C
2744,26192,2012-07-05 13:50:00,2012-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-04-05 12:32:00,42,58,C
2747,22926,2012-02-14 12:42:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-04-05 12:44:00,12,88,B
2749,77479,2011-12-06 10:27:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-04-05 13:13:00,6,94,A
2751,22952,2012-01-27 11:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 13:55:00,24,76,C
2752,23597,2012-01-19 17:08:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 13:56:00,28,72,C
2756,33358,2012-02-15 15:03:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-04-05 14:27:00,17,83,B
2760,23804,2012-01-08 15:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 16:27:00,35,65,C
2761,31037,2012-01-09 16:04:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 17:58:00,21,79,C
2763,21492,2012-02-13 10:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-05 18:51:00,19,81,B
2765,23808,2012-01-03 14:04:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-05 20:27:00,25,75,C
2767,22805,2012-01-09 10:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 08:02:00,30,70,C
2771,18990,2011-12-17 20:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-04-06 10:34:00,18,82,B
2772,31662,2012-02-09 12:35:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 10:38:00,15,85,B
2774,31669,2012-02-09 10:59:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 10:51:00,4,96,A
2776,67684,2012-02-09 12:18:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 10:56:00,14,86,B
2780,31661,2012-02-09 12:34:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 11:01:00,9,91,B
2782,31660,2012-02-09 12:33:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 11:10:00,9,91,B
2783,24640,2011-12-23 13:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 11:13:00,8,92,B
2786,76348,2011-12-30 14:09:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2012-04-06 11:17:00,0,100,A
2788,31667,2012-05-01 09:59:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 11:21:00,2,98,A
2790,75368,2011-12-29 13:12:00,2012-12-31 23:59:00,Inactive,MFW,Mobile Food Walk On,HE_Fail,2012-04-06 11:31:00,17,83,B
2793,31672,2012-02-09 12:37:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 11:35:00,2,98,A
2794,31666,2012-05-01 09:48:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 11:39:00,2,98,A
2800,23112,2012-01-03 09:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 12:10:00,2,98,A
2801,22102,2012-01-03 09:46:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 12:24:00,8,92,B
2803,24578,2012-01-03 09:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 12:34:00,6,94,A
2804,24576,2012-01-03 09:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 12:40:00,4,96,A
2806,68571,2012-02-09 14:02:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 12:49:00,2,98,A
2813,32636,2012-05-04 11:58:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-04-06 13:17:00,10,90,B
2818,26159,2012-02-29 13:38:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-04-06 13:40:00,10,90,B
2819,26239,2012-02-21 08:25:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-04-06 13:49:00,26,74,C
2820,25758,2012-03-21 10:29:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 13:51:00,12,88,B
2821,31654,2012-02-09 12:06:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:15:00,4,96,A
2823,26268,2012-02-09 11:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:19:00,4,96,A
2824,67686,2012-02-09 11:56:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:25:00,2,98,A
2825,31650,2012-02-09 12:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:29:00,6,94,A
2826,31646,2012-02-09 11:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:30:00,6,94,A
2827,31644,2012-02-09 12:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:31:00,4,96,A
2829,67687,2012-02-09 11:20:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:35:00,2,98,A
2831,31651,2012-02-09 12:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:37:00,4,96,A
2832,75024,2012-02-09 13:51:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 14:39:00,2,98,A
2833,30692,2012-01-13 12:02:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-06 15:05:00,20,80,C
2834,26464,2012-02-15 10:32:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-04-06 16:22:00,114,-14,C
2836,24386,2012-02-14 09:21:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 18:28:00,37,63,C
2837,20043,2012-05-11 09:44:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-04-06 19:13:00,33,67,C
2838,21098,2012-04-24 14:13:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-04-06 19:49:00,26,74,C
